id,peakid,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc003lvp.1,iduc003lvp.1_5,LARP1,4392,3.368980861,19,3717,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003lzx.1,iduc003lzx.1_1,RARS,90,5.49946628,2,135,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003ncd.1,iduc003ncd.1_1,NUP153,144,4.192457215,1,311,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003ncr.1,iduc003ncr.1_1,DEK,113,5.9187025,1,184,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003nek.1,iduc003nek.1_2,THEM2,203,3.094859186,1,298,UTR5,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003nfw.1,iduc003nfw.1_1,HIST1H1C,76,3.292846905,1,732,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003ngq.1,iduc003ngq.1_1,HIST1H1E,96,3.335179118,1,785,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003nrm.1,iduc003nrm.1_1,FLOT1,96,3.000417628,1,150,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003nwr.1,iduc003nwr.1_1,CLIC1,117,3.934556899,1,303,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003pit.1,iduc003pit.1_1,HMGN3,126,3.178913785,1,193,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003qkr.1,iduc003qkr.1_1,SF3B5,584,3.266844013,1,737,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003qrt.2,iduc003qrt.2_2,EZR,2848,3.118525849,13,1338,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003qta.1,iduc003qta.1_2,IGF2R,8859,3.895302621,48,1878,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003sly.1,iduc003sly.1_1,EIF3B,76,3.449765932,1,582,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003tia.1,iduc003tia.1_1,MRPL32,109,3.296142718,1,177,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003tyc.1,iduc003tyc.1_1,BAZ1B,71,4.594175288,1,452,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003uyx.2,iduc003uyx.2_3,CUX1,4040,3.809730331,24,1653,CDS,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003wcx.1,iduc003wcx.1_1,ZYX,160,3.024522319,2,223,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003wff.2,iduc003wff.2_1,PDIA4,106,3.646646132,1,370,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003wjo.1,iduc003wjo.1_1,ABCF2,775,3.195964475,5,172,CDS,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003wob.1,iduc003wob.1_1,FAM62B,185,6.328585177,1,540,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003xql.1,iduc003xql.1_3,MCM4,1787,4.700069749,11,366,CDS,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003xql.1,iduc003xql.1_1,MCM4,156,4.256507499,1,281,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003xuj.1,iduc003xuj.1_2,ASPH,2317,5.248697978,25,249,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003yjs.1,iduc003yjs.1_1,PABPC1,292,3.950580299,1,697,UTR5,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003yjs.1,iduc003yjs.1_2,PABPC1,648,3.95757084,1,697,CDS,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zsd.1,iduc003zsd.1_1,DNAJA1,141,4.274261661,1,173,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zvy.2,iduc003zvy.2_1,VCP,186,3.520898401,1,406,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zxq.1,iduc003zxq.1_1,TPM2,223,3.809860864,1,353,UTR5,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zzy.1,iduc003zzy.1_1,POLR1E,1540,3.178775919,12,654,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004amv.1,iduc004amv.1_1,UBQLN1,146,5.814003812,1,539,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004bvl.2,iduc004bvl.2_1,SPTAN1,73,3.694245986,1,110,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004byp.1,iduc004byp.1_1,C9orf78,1351,4.083704331,9,968,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004chx.1,iduc004chx.1_9,SEC16A,8466,3.223730108,32,1728,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004chx.1,iduc004chx.1_8,SEC16A,8092,4.708344916,32,1728,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004cjt.1,iduc004cjt.1_1,EDF1,422,3.92756309,5,227,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004dho.1,iduc004dho.1_1,PCTK1,2629,3.434103949,16,1265,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004fkk.2,iduc004fkk.2_1,FLNA,408,3.504958084,2,489,CDS,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004fmm.1,iduc004fmm.1_1,DKC1,83,4.360402243,1,107,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc010ngz.1,iduc010ngz.1_2,MID1IP1,1057,3.531069493,2,1848,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc010nhs.1,iduc010nhs.1_2,ARAF,2307,4.035116793,16,599,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc002ead.1,iduc002ead.1_1,SETD1A,93,3.601934173,1,671,TxStart,HumanHEPG2HeatShockvsHumanHEPG2
iduc002ihn.1,iduc002ihn.1_2,EFTUD2,3226,3.718582082,28,459,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc002jwf.1,iduc002jwf.1_5,TIMP2,3505,3.287347863,5,2888,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003kfv.1,iduc003kfv.1_1,JMY,2582,4.491853096,11,520,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003lum.1,iduc003lum.1_2,G3BP1,1797,5.659851215,12,1470,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003qrt.2,iduc003qrt.2_2,EZR,2848,3.118525849,13,1338,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003xdh.1,iduc003xdh.1_1,LOXL2,3366,3.021714862,14,1226,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc004cjt.1,iduc004cjt.1_1,EDF1,422,3.92756309,5,227,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2
iduc003ngm.1,iduc003ngm.1_1,HIST1H2AC,295,3.434372576,1,546,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2UV
iduc003ngq.1,iduc003ngq.1_1,HIST1H1E,96,3.335179118,1,785,TxStart,HumanHEPG2HeatShockvsHumanHEPG2UV
iduc003uez.1,iduc003uez.1_1,YWHAG,78,3.113574147,1,278,TxStart,HumanHEPG2HeatShockvsHumanHEPG2UV
iduc001bng.1,iduc001bng.1_1,NUDC,1081,3.809806401,9,267,AroundStop,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001bub.1,iduc001bub.1_1,KHDRBS1,2532,4.038855936,9,1345,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001ege.1,iduc001ege.1_1,ATP1A1,2401,3.016896899,15,151,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001fun.1,iduc001fun.1_2,TAGLN2,968,3.279174108,5,829,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001lke.1,iduc001lke.1_3,MKI67,1891,3.191609775,8,176,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001lvc.1,iduc001lvc.1_2,H19,2251,3.383858344,5,619,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001qpo.1,iduc001qpo.1_1,CHD4,4317,3.193307929,28,89,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002ghf.2,iduc002ghf.2_2,POLR2A,5025,3.909614046,29,1592,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002kbq.1,iduc002kbq.1_2,ARHGDIA,1757,4.350978667,6,1355,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002wqf.1,iduc002wqf.1_1,SNORD17,202,3.465064916,1,237,NA,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002ylz.1,iduc002ylz.1_1,APP,2572,3.133798498,18,1222,AroundStop,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc003jof.1,iduc003jof.1_1,NNT,3908,3.174516669,22,1312,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc004bws.1,iduc004bws.1_1,NUP188,1959,3.038238804,19,77,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
NR_003286,NR_003286_1,NR_003286,125,3.494799744,2,NA,NA,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001bbi.1,iduc001bbi.1_1,UBR4,109,3.914694239,1,180,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001bng.1,iduc001bng.1_1,NUDC,1081,3.809806401,9,267,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001fmi.1,iduc001fmi.1_3,KIAA0907,2585,3.701313285,14,1276,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001fol.1,iduc001fol.1_1,CCT3,1917,3.016984764,14,343,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001fun.1,iduc001fun.1_2,TAGLN2,968,3.279174108,5,829,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001gpy.2,iduc001gpy.2_3,LAMC1,5807,3.094755489,28,3059,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001ibr.1,iduc001ibr.1_1,SCCPDH,76,3.077242999,1,537,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001ljb.2,iduc001ljb.2_1,BCCIP,930,3.32925467,7,452,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001lke.1,iduc001lke.1_1,MKI67,942,4.136952351,7,1080,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001lke.1,iduc001lke.1_3,MKI67,1891,3.191609775,8,176,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001lvc.1,iduc001lvc.1_2,H19,2251,3.383858344,5,619,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001qpo.1,iduc001qpo.1_1,CHD4,4317,3.193307929,28,89,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001qpo.1,iduc001qpo.1_2,CHD4,6132,3.681143684,40,612,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001qsd.1,iduc001qsd.1_2,PHB2,1294,4.081903316,9,361,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001reh.1,iduc001reh.1_1,PDE3A,116,3.957914599,1,982,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001xlt.1,iduc001xlt.1_2,SMOC1,1734,3.140671892,12,2125,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001xue.2,iduc001xue.2_1,C14orf156,100,3.224784825,1,127,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001zoh.1,iduc001zoh.1_1,MGA,327,3.073387656,2,1131,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hby.1,iduc002hby.1_2,SUPT6H,5502,3.469623561,37,793,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hhj.2,iduc002hhj.2_1,ZNF207,99,3.545474211,1,189,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hkd.1,iduc002hkd.1_1,TAF15,155,3.095245478,3,52,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hkd.1,iduc002hkd.1_2,TAF15,1801,3.428344667,15,562,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hyg.1,iduc002hyg.1_3,ACLY,3805,3.036836768,29,979,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002ilt.1,iduc002ilt.1_1,KPNB1,2347,3.193319546,17,108,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002jgd.1,iduc002jgd.1_1,NOL11,741,3.400962314,7,189,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002kbq.1,iduc002kbq.1_2,ARHGDIA,1757,4.350978667,6,1355,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002kdu.1,iduc002kdu.1_1,FASN,73,3.164087061,1,110,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002lpo.1,iduc002lpo.1_3,C19orf21,2332,3.32089723,5,818,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002mwb.1,iduc002mwb.1_1,GADD45GIP1,655,3.034979864,2,369,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002nfv.1,iduc002nfv.1_1,C19orf62,1329,3.533701769,9,509,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002nhc.1,iduc002nhc.1_1,GLT25D1,75,3.121752222,1,272,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002vhd.1,iduc002vhd.1_1,ARPC2,1081,3.553146366,11,458,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002wgh.1,iduc002wgh.1_2,NOP56,1796,3.14974712,12,465,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002wqf.1,iduc002wqf.1_1,SNORD17,202,3.465064916,1,237,NA,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002ylz.1,iduc002ylz.1_1,APP,2572,3.133798498,18,1222,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003fdh.1,iduc003fdh.1_1,SMC4,3934,3.065532201,24,1297,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003fwq.1,iduc003fwq.1_1,RNF168,414,3.164386818,1,839,UTR5,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003jft.2,iduc003jft.2_5,MYO10,7916,3.003365768,41,4887,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003jof.1,iduc003jof.1_1,NNT,3908,3.174516669,22,1312,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003kyj.1,iduc003kyj.1_2,HSPA4,2734,3.618283527,19,785,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003lum.1,iduc003lum.1_1,G3BP1,1792,4.544932122,12,1470,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003oxa.1,iduc003oxa.1_2,HSP90AB1,2317,4.756846948,12,389,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003uzp.1,iduc003uzp.1_2,POLR2J,794,3.285402219,4,584,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003vmi.1,iduc003vmi.1_1,SND1,1858,3.060172816,15,142,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc004bws.1,iduc004bws.1_1,NUP188,1959,3.038238804,19,77,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc004bzv.1,iduc004bzv.1_1,ABL1,119,3.593078454,1,575,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc004cfe.1,iduc004cfe.1_4,COL5A1,7571,3.206496416,66,2686,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
NR_003286,NR_003286_1,NR_003286,125,3.494799744,2,NA,NA,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001bng.1,iduc001bng.1_1,NUDC,1081,3.809806401,9,267,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc001bub.1,iduc001bub.1_1,KHDRBS1,2532,4.038855936,9,1345,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc001egv.1,iduc001egv.1_5,PTGFRN,5910,3.464668267,9,3550,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc001gpy.2,iduc001gpy.2_3,LAMC1,5807,3.094755489,28,3059,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc001hio.1,iduc001hio.1_1,SLC30A1,911,3.008630305,2,1251,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc001lke.1,iduc001lke.1_3,MKI67,1891,3.191609775,8,176,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc001qpo.1,iduc001qpo.1_1,CHD4,4317,3.193307929,28,89,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc001uii.1,iduc001uii.1_2,FZD10,3021,3.625693538,1,3254,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002btq.1,iduc002btq.1_2,NR2F2,1951,3.371367028,4,1467,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc002bup.1,iduc002bup.1_6,SYNM,6783,3.150559677,5,6229,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002hyg.1,iduc002hyg.1_3,ACLY,3805,3.036836768,29,979,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002kat.2,iduc002kat.2_1,NPLOC4,1134,4.003715753,10,72,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc002kbq.1,iduc002kbq.1_2,ARHGDIA,1757,4.350978667,6,1355,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002lly.1,iduc002lly.1_3,TSHZ1,4264,3.202887833,2,4499,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002mwb.1,iduc002mwb.1_1,GADD45GIP1,655,3.034979864,2,369,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc003apg.1,iduc003apg.1_1,MYH9,1450,3.027082279,12,153,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc003etf.2,iduc003etf.2_1,COPB2,2881,4.412510571,22,368,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc003jof.1,iduc003jof.1_1,NNT,3908,3.174516669,22,1312,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc003lum.1,iduc003lum.1_1,G3BP1,1792,4.544932122,12,1470,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc003pid.2,iduc003pid.2_1,SENP6,4076,3.99138687,24,2894,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc003vmi.1,iduc003vmi.1_1,SND1,1858,3.060172816,15,142,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc003xdh.1,iduc003xdh.1_1,LOXL2,3392,3.97257331,14,1226,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc003yrz.1,iduc003yrz.1_4,FAM84B,4413,3.783666181,2,5044,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc004bdm.2,iduc004bdm.2_1,IKBKAP,1989,3.107947913,14,183,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc004bws.1,iduc004bws.1_1,NUP188,1959,3.038238804,19,77,CDS,HumanHEPG2HGFvsHumanHEPG2
NR_003286,NR_003286_1,NR_003286,125,3.494799744,2,NA,NA,HumanHEPG2HGFvsHumanHEPG2
iduc001bub.1,iduc001bub.1_1,KHDRBS1,2532,4.038855936,9,1345,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc001fun.1,iduc001fun.1_2,TAGLN2,968,3.279174108,5,829,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc001lvc.1,iduc001lvc.1_2,H19,2251,3.383858344,5,619,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc001qio.2,iduc001qio.2_3,WNK1,5042,3.060398325,19,1436,CDS,HumanHEPG2HGFvsHumanHEPG2UV
iduc002ilt.1,iduc002ilt.1_1,KPNB1,2347,3.193319546,17,108,CDS,HumanHEPG2HGFvsHumanHEPG2UV
iduc002kbq.1,iduc002kbq.1_2,ARHGDIA,1757,4.350978667,6,1355,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc002mwb.1,iduc002mwb.1_1,GADD45GIP1,655,3.034979864,2,369,AroundStop,HumanHEPG2HGFvsHumanHEPG2UV
NR_003286,NR_003286_1,NR_003286,125,3.494799744,2,NA,NA,HumanHEPG2HGFvsHumanHEPG2UV
iduc001bgi.1,iduc001bgi.1_1,AOF2,1368,3.231852751,9,143,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001hdb.2,iduc001hdb.2_2,NUCKS1,2746,3.037692851,7,5661,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001kin.1,iduc001kin.1_1,MYOF,5537,3.109489148,48,96,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001pgs.1,iduc001pgs.1_2,YAP1,3058,3.318229402,7,3716,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc002txc.1,iduc002txc.1_1,MMADHC,720,3.443496147,6,131,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003jat.1,iduc003jat.1_2,PDCD6,1061,4.089975154,6,558,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003pcz.2,iduc003pcz.2_2,DST,5329,3.276992863,37,234,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003pqk.1,iduc003pqk.1_2,ASCC3,3203,3.476398188,18,165,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003yln.1,iduc003yln.1_1,WDSOF1,1225,3.15307933,5,156,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc004dso.1,iduc004dso.1_1,HUWE1,946,3.050555875,10,101,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc004ecz.2,iduc004ecz.2_1,PGK1,1778,4.352541142,11,1038,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
NR_003287,NR_003287_1,NR_003287,4586,3.31549837,2,NA,NA,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001pgs.1,iduc001pgs.1_2,YAP1,3058,3.318229402,7,3716,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc001slq.1,iduc001slq.1_3,BAZ2A,6907,3.843236594,29,3188,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc003jat.1,iduc003jat.1_2,PDCD6,1061,4.089975154,6,558,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc004dso.1,iduc004dso.1_1,HUWE1,946,3.050555875,10,101,CDS,HumanHEPG2IFNvsHumanHEPG2HGF
iduc004ecz.2,iduc004ecz.2_1,PGK1,1778,4.352541142,11,1038,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc001bgi.1,iduc001bgi.1_1,AOF2,1368,3.231852751,9,143,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001bjm.1,iduc001bjm.1_1,SRRM1,669,3.058038252,5,116,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001bzh.1,iduc001bzh.1_2,C1orf216,1524,3.280852152,2,2451,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc001kin.1,iduc001kin.1_1,MYOF,5537,3.109489148,48,96,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001pgs.1,iduc001pgs.1_2,YAP1,3058,3.318229402,7,3716,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc001syx.1,iduc001syx.1_1,PAWR,1110,3.194221749,5,148,AroundStop,HumanHEPG2IFNvsHumanHEPG2
iduc001uii.1,iduc001uii.1_2,FZD10,3045,3.751385813,1,3254,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc001utj.1,iduc001utj.1_2,HSPH1,2273,4.427010141,14,126,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001vjv.1,iduc001vjv.1_1,LMO7,1854,3.674599713,7,720,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc002bup.1,iduc002bup.1_2,SYNM,6782,3.536674618,5,6229,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc002fyi.2,iduc002fyi.2_2,PELP1,3051,3.030233284,16,1455,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc002kwu.2,iduc002kwu.2_2,DSG2,992,4.498741831,7,138,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc002qog.2,iduc002qog.2_5,ZNF460,2681,3.252502315,3,3370,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc003jat.1,iduc003jat.1_2,PDCD6,1061,4.089975154,6,558,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc003lfs.1,iduc003lfs.1_2,ANKHD1-EIF4EBP3,4587,3.187640266,25,175,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc003mxn.1,iduc003mxn.1_1,RIOK1,897,3.152244165,8,81,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc003pcz.2,iduc003pcz.2_2,DST,5329,3.276992863,37,234,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc003vsw.1,iduc003vsw.1_1,NUP205,2846,3.443700882,20,82,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004aoi.2,iduc004aoi.2_1,MAK10,728,3.938166798,8,44,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004dbl.1,iduc004dbl.1_2,POLA1,3075,3.783456654,28,93,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004dso.1,iduc004dso.1_1,HUWE1,946,3.050555875,10,101,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004ecz.2,iduc004ecz.2_1,PGK1,1778,4.352541142,11,1038,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc010ckl.1,iduc010ckl.1_1,C17orf85,637,3.220876189,6,77,CDS,HumanHEPG2IFNvsHumanHEPG2
NR_003287,NR_003287_1,NR_003287,4586,3.31549837,2,NA,NA,HumanHEPG2IFNvsHumanHEPG2
iduc001bgi.1,iduc001bgi.1_1,AOF2,1368,3.231852751,9,143,CDS,HumanHEPG2IFNvsHumanHEPG2UV
iduc001hdb.2,iduc001hdb.2_2,NUCKS1,2746,3.037692851,7,5661,UTR3,HumanHEPG2IFNvsHumanHEPG2UV
iduc001pgs.1,iduc001pgs.1_2,YAP1,3058,3.318229402,7,3716,UTR3,HumanHEPG2IFNvsHumanHEPG2UV
iduc003jat.1,iduc003jat.1_2,PDCD6,1061,4.089975154,6,558,UTR3,HumanHEPG2IFNvsHumanHEPG2UV
iduc003mxn.1,iduc003mxn.1_1,RIOK1,897,3.152244165,8,81,CDS,HumanHEPG2IFNvsHumanHEPG2UV
iduc003pcz.2,iduc003pcz.2_2,DST,5329,3.276992863,37,234,CDS,HumanHEPG2IFNvsHumanHEPG2UV
iduc004dso.1,iduc004dso.1_1,HUWE1,946,3.050555875,10,101,CDS,HumanHEPG2IFNvsHumanHEPG2UV
NR_003287,NR_003287_1,NR_003287,4586,3.31549837,2,NA,NA,HumanHEPG2IFNvsHumanHEPG2UV
iduc002aga.1,iduc002aga.1_4,MYO1E,4626,3.688913465,28,1093,UTR3,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002kbn.1,iduc002kbn.1_1,P4HB,181,3.083422125,1,342,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002mzg.1,iduc002mzg.1_1,NDUFB7,502,3.236560672,3,188,AroundStop,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002sya.1,iduc002sya.1_1,COX5B,96,3.614583475,1,132,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
