id,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc003xuj.1,ASPH,2317.00,5.24,25.00,249.00,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003yjs.1,PABPC1,292.00,3.95,1.00,697.00,UTR5,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003yjs.1,PABPC1,648.00,3.95,1.00,697.00,CDS,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zsd.1,DNAJA1,141.00,4.27,1.00,173.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zvy.2,VCP,186.00,3.52,1.00,406.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zxq.1,TPM2,223.00,3.80,1.00,353.00,UTR5,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc003zzy.1,POLR1E,1540.00,3.17,12.00,654.00,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004amv.1,UBQLN1,146.00,5.81,1.00,539.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004bvl.2,SPTAN1,73.00,3.69,1.00,110.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004byp.1,C9orf78,1351.00,4.08,9.00,968.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004chx.1,SEC16A,8466.00,3.22,32.00,1728.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004chx.1,SEC16A,8092.00,4.70,32.00,1728.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004cjt.1,EDF1,422.00,3.92,5.00,227.00,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004dho.1,PCTK1,2629.00,3.43,16.00,1265.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004fkk.2,FLNA,408.00,3.50,2.00,489.00,CDS,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc004fmm.1,DKC1,83.00,4.36,1.00,107.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc010ngz.1,MID1IP1,1057.00,3.53,2.00,1848.00,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc010nhs.1,ARAF,2307.00,4.03,16.00,599.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2IFN
iduc002ead.1,SETD1A,93.00,3.60,1.00,671.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2
iduc002ihn.1,EFTUD2,3226.00,3.71,28.00,459.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc002jwf.1,TIMP2,3505.00,3.28,5.00,2888.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003kfv.1,JMY,2582.00,4.49,11.00,520.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003lum.1,G3BP1,1797.00,5.65,12.00,1470.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003qrt.2,EZR,2848.00,3.11,13.00,1338.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc003xdh.1,LOXL2,3366.00,3.02,14.00,1226.00,UTR3,HumanHEPG2HeatShockvsHumanHEPG2
iduc004cjt.1,EDF1,422.00,3.92,5.00,227.00,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2
iduc003ngm.1,HIST1H2AC,295.00,3.43,1.00,546.00,AroundStop,HumanHEPG2HeatShockvsHumanHEPG2UV
iduc003ngq.1,HIST1H1E,96.00,3.33,1.00,785.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2UV
iduc003uez.1,YWHAG,78.00,3.11,1.00,278.00,TxStart,HumanHEPG2HeatShockvsHumanHEPG2UV
iduc001bng.1,NUDC,1081.00,3.80,9.00,267.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001bub.1,KHDRBS1,2532.00,4.03,9.00,1345.00,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001ege.1,ATP1A1,2401.00,3.01,15.00,151.00,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001fun.1,TAGLN2,968.00,3.27,5.00,829.00,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001lke.1,MKI67,1891.00,3.19,8.00,176.00,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001lvc.1,H19,2251.00,3.38,5.00,619.00,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001qpo.1,CHD4,4317.00,3.19,28.00,89.00,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002ghf.2,POLR2A,5025.00,3.90,29.00,1592.00,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002kbq.1,ARHGDIA,1757.00,4.35,6.00,1355.00,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002wqf.1,SNORD17,202.00,3.46,1.00,237.00,NA,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc002ylz.1,APP,2572.00,3.13,18.00,1222.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc003jof.1,NNT,3908.00,3.17,22.00,1312.00,UTR3,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc004bws.1,NUP188,1959.00,3.03,19.00,77.00,CDS,HumanHEPG2HGFvsHumanHEPG2HeatShock
NR_003286,NR_003286,125.00,3.49,2.00,,NA,HumanHEPG2HGFvsHumanHEPG2HeatShock
iduc001bbi.1,UBR4,109.00,3.91,1.00,180.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001bng.1,NUDC,1081.00,3.80,9.00,267.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001fmi.1,KIAA0907,2585.00,3.70,14.00,1276.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001fol.1,CCT3,1917.00,3.01,14.00,343.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001fun.1,TAGLN2,968.00,3.27,5.00,829.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001gpy.2,LAMC1,5807.00,3.09,28.00,3059.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001ibr.1,SCCPDH,76.00,3.07,1.00,537.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001ljb.2,BCCIP,930.00,3.32,7.00,452.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001lke.1,MKI67,942.00,4.13,7.00,1080.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001lke.1,MKI67,1891.00,3.19,8.00,176.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001lvc.1,H19,2251.00,3.38,5.00,619.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001qpo.1,CHD4,4317.00,3.19,28.00,89.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001qpo.1,CHD4,6132.00,3.68,40.00,612.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001qsd.1,PHB2,1294.00,4.08,9.00,361.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001reh.1,PDE3A,116.00,3.95,1.00,982.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001xlt.1,SMOC1,1734.00,3.14,12.00,2125.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001xue.2,C14orf156,100.00,3.22,1.00,127.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001zoh.1,MGA,327.00,3.07,2.00,1131.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hby.1,SUPT6H,5502.00,3.46,37.00,793.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hhj.2,ZNF207,99.00,3.54,1.00,189.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hkd.1,TAF15,155.00,3.09,3.00,52.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hkd.1,TAF15,1801.00,3.42,15.00,562.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002hyg.1,ACLY,3805.00,3.03,29.00,979.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002ilt.1,KPNB1,2347.00,3.19,17.00,108.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002jgd.1,NOL11,741.00,3.40,7.00,189.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002kbq.1,ARHGDIA,1757.00,4.35,6.00,1355.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002kdu.1,FASN,73.00,3.16,1.00,110.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002lpo.1,C19orf21,2332.00,3.32,5.00,818.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002mwb.1,GADD45GIP1,655.00,3.03,2.00,369.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002nfv.1,C19orf62,1329.00,3.53,9.00,509.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002nhc.1,GLT25D1,75.00,3.12,1.00,272.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002vhd.1,ARPC2,1081.00,3.55,11.00,458.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002wgh.1,NOP56,1796.00,3.14,12.00,465.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002wqf.1,SNORD17,202.00,3.46,1.00,237.00,NA,HumanHEPG2HGFvsHumanHEPG2IFN
iduc002ylz.1,APP,2572.00,3.13,18.00,1222.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003fdh.1,SMC4,3934.00,3.06,24.00,1297.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003fwq.1,RNF168,414.00,3.16,1.00,839.00,UTR5,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003jft.2,MYO10,7916.00,3.00,41.00,4887.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003jof.1,NNT,3908.00,3.17,22.00,1312.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003kyj.1,HSPA4,2734.00,3.61,19.00,785.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003lum.1,G3BP1,1792.00,4.54,12.00,1470.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003oxa.1,HSP90AB1,2317.00,4.75,12.00,389.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003uzp.1,POLR2J,794.00,3.28,4.00,584.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
iduc003vmi.1,SND1,1858.00,3.06,15.00,142.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc004bws.1,NUP188,1959.00,3.03,19.00,77.00,CDS,HumanHEPG2HGFvsHumanHEPG2IFN
iduc004bzv.1,ABL1,119.00,3.59,1.00,575.00,TxStart,HumanHEPG2HGFvsHumanHEPG2IFN
iduc004cfe.1,COL5A1,7571.00,3.20,66.00,2686.00,UTR3,HumanHEPG2HGFvsHumanHEPG2IFN
NR_003286,NR_003286,125.00,3.49,2.00,,NA,HumanHEPG2HGFvsHumanHEPG2IFN
iduc001bng.1,NUDC,1081.00,3.80,9.00,267.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc001bub.1,KHDRBS1,2532.00,4.03,9.00,1345.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc001egv.1,PTGFRN,5910.00,3.46,9.00,3550.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc001gpy.2,LAMC1,5807.00,3.09,28.00,3059.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc001hio.1,SLC30A1,911.00,3.00,2.00,1251.00,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc001lke.1,MKI67,1891.00,3.19,8.00,176.00,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc001qpo.1,CHD4,4317.00,3.19,28.00,89.00,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc001uii.1,FZD10,3021.00,3.62,1.00,3254.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002btq.1,NR2F2,1951.00,3.37,4.00,1467.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc002bup.1,SYNM,6783.00,3.15,5.00,6229.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002hyg.1,ACLY,3805.00,3.03,29.00,979.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002kat.2,NPLOC4,1134.00,4.00,10.00,72.00,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc002kbq.1,ARHGDIA,1757.00,4.35,6.00,1355.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002lly.1,TSHZ1,4264.00,3.20,2.00,4499.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc002mwb.1,GADD45GIP1,655.00,3.03,2.00,369.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc003apg.1,MYH9,1450.00,3.02,12.00,153.00,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc003etf.2,COPB2,2881.00,4.41,22.00,368.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc003jof.1,NNT,3908.00,3.17,22.00,1312.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc003lum.1,G3BP1,1792.00,4.54,12.00,1470.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc003pid.2,SENP6,4076.00,3.99,24.00,2894.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2
iduc003vmi.1,SND1,1858.00,3.06,15.00,142.00,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc003xdh.1,LOXL2,3392.00,3.97,14.00,1226.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc003yrz.1,FAM84B,4413.00,3.78,2.00,5044.00,UTR3,HumanHEPG2HGFvsHumanHEPG2
iduc004bdm.2,IKBKAP,1989.00,3.10,14.00,183.00,CDS,HumanHEPG2HGFvsHumanHEPG2
iduc004bws.1,NUP188,1959.00,3.03,19.00,77.00,CDS,HumanHEPG2HGFvsHumanHEPG2
NR_003286,NR_003286,125.00,3.49,2.00,,NA,HumanHEPG2HGFvsHumanHEPG2
iduc001bub.1,KHDRBS1,2532.00,4.03,9.00,1345.00,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc001fun.1,TAGLN2,968.00,3.27,5.00,829.00,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc001lvc.1,H19,2251.00,3.38,5.00,619.00,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc001qio.2,WNK1,5042.00,3.06,19.00,1436.00,CDS,HumanHEPG2HGFvsHumanHEPG2UV
iduc002ilt.1,KPNB1,2347.00,3.19,17.00,108.00,CDS,HumanHEPG2HGFvsHumanHEPG2UV
iduc002kbq.1,ARHGDIA,1757.00,4.35,6.00,1355.00,UTR3,HumanHEPG2HGFvsHumanHEPG2UV
iduc002mwb.1,GADD45GIP1,655.00,3.03,2.00,369.00,AroundStop,HumanHEPG2HGFvsHumanHEPG2UV
NR_003286,NR_003286,125.00,3.49,2.00,,NA,HumanHEPG2HGFvsHumanHEPG2UV
iduc001bgi.1,AOF2,1368.00,3.23,9.00,143.00,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001hdb.2,NUCKS1,2746.00,3.03,7.00,5661.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001kin.1,MYOF,5537.00,3.10,48.00,96.00,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001pgs.1,YAP1,3058.00,3.31,7.00,3716.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc002txc.1,MMADHC,720.00,3.44,6.00,131.00,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003jat.1,PDCD6,1061.00,4.08,6.00,558.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003pcz.2,DST,5329.00,3.27,37.00,234.00,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003pqk.1,ASCC3,3203.00,3.47,18.00,165.00,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc003yln.1,WDSOF1,1225.00,3.15,5.00,156.00,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc004dso.1,HUWE1,946.00,3.05,10.00,101.00,CDS,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc004ecz.2,PGK1,1778.00,4.35,11.00,1038.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HeatShock
NR_003287,NR_003287,4586.00,3.31,2.00,,NA,HumanHEPG2IFNvsHumanHEPG2HeatShock
iduc001pgs.1,YAP1,3058.00,3.31,7.00,3716.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc001slq.1,BAZ2A,6907.00,3.84,29.00,3188.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc003jat.1,PDCD6,1061.00,4.08,6.00,558.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc004dso.1,HUWE1,946.00,3.05,10.00,101.00,CDS,HumanHEPG2IFNvsHumanHEPG2HGF
iduc004ecz.2,PGK1,1778.00,4.35,11.00,1038.00,UTR3,HumanHEPG2IFNvsHumanHEPG2HGF
iduc001bgi.1,AOF2,1368.00,3.23,9.00,143.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001bjm.1,SRRM1,669.00,3.05,5.00,116.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001bzh.1,C1orf216,1524.00,3.28,2.00,2451.00,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc001kin.1,MYOF,5537.00,3.10,48.00,96.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001pgs.1,YAP1,3058.00,3.31,7.00,3716.00,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc001syx.1,PAWR,1110.00,3.19,5.00,148.00,AroundStop,HumanHEPG2IFNvsHumanHEPG2
iduc001uii.1,FZD10,3045.00,3.75,1.00,3254.00,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc001utj.1,HSPH1,2273.00,4.42,14.00,126.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc001vjv.1,LMO7,1854.00,3.67,7.00,720.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc002bup.1,SYNM,6782.00,3.53,5.00,6229.00,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc002fyi.2,PELP1,3051.00,3.03,16.00,1455.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc002kwu.2,DSG2,992.00,4.49,7.00,138.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc002qog.2,ZNF460,2681.00,3.25,3.00,3370.00,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc003jat.1,PDCD6,1061.00,4.08,6.00,558.00,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc003lfs.1,ANKHD1-EIF4EBP3,4587.00,3.18,25.00,175.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc003mxn.1,RIOK1,897.00,3.15,8.00,81.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc003pcz.2,DST,5329.00,3.27,37.00,234.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc003vsw.1,NUP205,2846.00,3.44,20.00,82.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004aoi.2,MAK10,728.00,3.93,8.00,44.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004dbl.1,POLA1,3075.00,3.78,28.00,93.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004dso.1,HUWE1,946.00,3.05,10.00,101.00,CDS,HumanHEPG2IFNvsHumanHEPG2
iduc004ecz.2,PGK1,1778.00,4.35,11.00,1038.00,UTR3,HumanHEPG2IFNvsHumanHEPG2
iduc010ckl.1,C17orf85,637.00,3.22,6.00,77.00,CDS,HumanHEPG2IFNvsHumanHEPG2
NR_003287,NR_003287,4586.00,3.31,2.00,,NA,HumanHEPG2IFNvsHumanHEPG2
iduc001bgi.1,AOF2,1368.00,3.23,9.00,143.00,CDS,HumanHEPG2IFNvsHumanHEPG2UV
iduc001hdb.2,NUCKS1,2746.00,3.03,7.00,5661.00,UTR3,HumanHEPG2IFNvsHumanHEPG2UV
iduc001pgs.1,YAP1,3058.00,3.31,7.00,3716.00,UTR3,HumanHEPG2IFNvsHumanHEPG2UV
iduc003jat.1,PDCD6,1061.00,4.08,6.00,558.00,UTR3,HumanHEPG2IFNvsHumanHEPG2UV
iduc003mxn.1,RIOK1,897.00,3.15,8.00,81.00,CDS,HumanHEPG2IFNvsHumanHEPG2UV
iduc003pcz.2,DST,5329.00,3.27,37.00,234.00,CDS,HumanHEPG2IFNvsHumanHEPG2UV
iduc004dso.1,HUWE1,946.00,3.05,10.00,101.00,CDS,HumanHEPG2IFNvsHumanHEPG2UV
NR_003287,NR_003287,4586.00,3.31,2.00,,NA,HumanHEPG2IFNvsHumanHEPG2UV
iduc002aga.1,MYO1E,4626.00,3.68,28.00,1093.00,UTR3,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002kbn.1,P4HB,181.00,3.08,1.00,342.00,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002mzg.1,NDUFB7,502.00,3.23,3.00,188.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002sya.1,COX5B,96.00,3.61,1.00,132.00,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002waz.2,HDLBP,4625.00,3.57,28.00,2424.00,UTR3,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc002xlb.1,MYBL2,2490.00,3.40,14.00,524.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc003mxv.1,TXNDC5,96.00,3.60,1.00,295.00,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc003tkf.2,POLD2,1473.00,3.71,11.00,259.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc003tqk.1,EGFR,84.00,3.41,1.00,334.00,TxStart,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc004cmh.1,TUBB2C,894.00,3.20,4.00,1212.00,CDS,HumanHEPG2UVvsHumanHEPG2HeatShock
iduc001aox.2,PARK7,150.00,3.71,2.00,113.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001bmv.1,ARID1A,1371.00,4.58,1.00,1510.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc001bys.1,SFPQ,405.00,4.42,1.00,913.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ege.1,ATP1A1,80.00,4.16,1.00,310.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fei.2,C1orf43,234.00,3.78,1.00,456.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ffh.1,ADAR,93.00,3.98,1.00,215.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fjs.1,SCAMP3,1404.00,3.79,9.00,441.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc001flr.1,DAP3,97.00,3.34,2.00,52.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fol.1,CCT3,208.00,4.72,1.00,251.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc001fpy.2,HDGF,1383.00,3.06,6.00,1349.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001gbr.1,ATF6,116.00,3.55,1.00,149.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001gfr.1,ATP1B1,78.00,3.30,1.00,218.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001gqg.1,SMG7,3816.00,3.98,22.00,2374.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001hkm.1,CENPF,94.00,3.54,1.00,133.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001hkm.1,CENPF,9526.00,4.42,20.00,981.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc001hob.2,CAPN2,206.00,3.29,1.00,461.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
iduc001jov.1,DDX21,2527.00,4.38,15.00,1981.00,AroundStop,HumanHEPG2UVvsHumanHEPG2HGF
iduc001jpl.2,HK1,82.00,3.71,1.00,164.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001kux.1,GBF1,57.00,4.17,1.00,230.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001lke.1,MKI67,98.00,4.37,1.00,293.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001lxc.1,NAP1L4,2186.00,3.37,16.00,1217.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001nrp.1,FLJ12529,2228.00,3.36,10.00,1976.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001nvt.1,SNHG1,1880.00,3.44,4.00,780.00,NA,HumanHEPG2UVvsHumanHEPG2HGF
iduc001oob.1,GAL,105.00,3.32,1.00,218.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001osf.1,INPPL1,4206.00,4.04,28.00,843.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001pgs.1,YAP1,130.00,3.57,1.00,570.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001puu.2,HYOU1,148.00,3.47,1.00,186.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qio.2,WNK1,144.00,5.07,1.00,1266.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qjb.1,ERC1,6614.00,3.40,19.00,3439.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qll.1,TEAD4,151.00,3.13,1.00,152.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qpo.1,CHD4,83.00,3.57,1.00,86.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001qqp.1,MLF2,88.00,3.51,1.00,165.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001shn.1,CD63,158.00,3.47,1.00,174.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001slr.1,ATP5B,158.00,6.10,1.00,232.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ukx.2,ANKLE2,1567.00,3.33,8.00,173.00,CDS,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ure.2,GTF3A,154.00,3.40,1.00,395.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001vtm.1,LAMP1,157.00,4.80,1.00,342.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001vtw.1,TFDP1,82.00,4.32,1.00,148.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc001whm.1,PRMT5,2261.00,4.45,17.00,533.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc001ymi.1,CDC42BPB,104.00,3.66,1.00,407.00,TxStart,HumanHEPG2UVvsHumanHEPG2HGF
iduc002aga.1,MYO1E,4626.00,3.68,28.00,1093.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002blb.1,SEC11A,1262.00,3.40,6.00,526.00,UTR3,HumanHEPG2UVvsHumanHEPG2HGF
iduc002dbt.1,GSPT1,380.00,3.80,1.00,583.00,UTR5,HumanHEPG2UVvsHumanHEPG2HGF
